i,Date,Value
2862,2001-05-01,10669.32
2863,2001-05-02,10726.77
2864,2001-05-03,10657.99
2865,2001-05-04,10638.48
2866,2001-05-07,10822.74
2867,2001-05-08,10755.07
2868,2001-05-09,10739.78
2869,2001-05-10,10826.9
2870,2001-05-11,10716.16
2871,2001-05-14,10730.74
2872,2001-05-15,10752.73
2873,2001-05-16,10779.66
2874,2001-05-17,11104.34
2875,2001-05-18,11123.01
2876,2001-05-21,11149.82
2877,2001-05-22,11162.83
2878,2001-05-23,11033.16
2879,2001-05-24,10977.2
2880,2001-05-25,10949.01
2881,2001-05-29,10913.44
2882,2001-05-30,10819.74
2883,2001-05-31,10798.53
2884,2001-06-01,10793.46
2885,2001-06-04,10898.8
2886,2001-06-05,10973.1
2887,2001-06-06,10998.48
2888,2001-06-07,10940.11
2889,2001-06-08,10882.92
2890,2001-06-11,10819.29
2891,2001-06-12,10744.99
2892,2001-06-13,10817.21
2893,2001-06-14,10604.45
2894,2001-06-15,10495.69
2895,2001-06-18,10531.78
2896,2001-06-19,10514.74
2897,2001-06-20,10480.2
2898,2001-06-21,10512.67
2899,2001-06-22,10513.61
2900,2001-06-25,10417.93
2901,2001-06-26,10313.4
2902,2001-06-27,10351.1
2903,2001-06-28,10429.74
2904,2001-06-29,10374.32
2905,2001-07-02,10397.2
2906,2001-07-03,10479.99
2907,2001-07-05,10403.57
2908,2001-07-06,10176.26
2909,2001-07-09,10166.55
2910,2001-07-10,10104.06
2911,2001-07-11,10049.38
2912,2001-07-12,10249.58
2913,2001-07-13,10374.01
2914,2001-07-16,10374.55
2915,2001-07-17,10363.51
2916,2001-07-18,10374.55
2917,2001-07-19,10480.54
2918,2001-07-20,10456.25
2919,2001-07-23,10374.81
2920,2001-07-24,10170.82
2921,2001-07-25,10159.34
2922,2001-07-26,10237.46
2923,2001-07-27,10316.27
2924,2001-07-30,10301.05
2925,2001-07-31,10364.84
2926,2001-08-01,10423.31
2927,2001-08-02,10454.53
2928,2001-08-03,10381.1
2929,2001-08-06,10337.23
2930,2001-08-07,10324.5
2931,2001-08-08,10245.68
2932,2001-08-09,10160.51
2933,2001-08-10,10164.67
2934,2001-08-13,10314.95
2935,2001-08-14,10333.29
2936,2001-08-15,10289.01
2937,2001-08-16,10198.15
2938,2001-08-17,10143.49
2939,2001-08-20,10146.05
2940,2001-08-21,10132.92
2941,2001-08-22,10099.07
2942,2001-08-23,10142.66
2943,2001-08-24,10190.34
2944,2001-08-27,10334.88
2945,2001-08-28,10175.6
2946,2001-08-29,10030.43
2947,2001-08-30,9829.35
2948,2001-08-31,9846.72
2949,2001-09-04,9858.34
2950,2001-09-05,9820.98
2951,2001-09-06,9762.03
2952,2001-09-07,9507.04
2953,2001-09-10,9431.07
2954,2001-09-17,8755.46
2955,2001-09-18,8743.91
2956,2001-09-19,8453.01
2957,2001-09-20,8304.45
2958,2001-09-21,7926.93
2959,2001-09-24,8242.32
2960,2001-09-25,8435.56
2961,2001-09-26,8457.37
2962,2001-09-27,8398.14
2963,2001-09-28,8633.75
2964,2001-10-01,8659.9
2965,2001-10-02,8737.61
2966,2001-10-03,8800.99
2967,2001-10-04,8982.28
2968,2001-10-05,8894.47
2969,2001-10-08,8937.86
2970,2001-10-09,8927.34
2971,2001-10-10,8975.15
2972,2001-10-11,9204.04
2973,2001-10-12,9146.34
2974,2001-10-15,9181.07
2975,2001-10-16,9239.68
2976,2001-10-17,9199.89
2977,2001-10-18,9061.02
2978,2001-10-19,9027.74
2979,2001-10-22,9101.08
2980,2001-10-23,9249.02
2981,2001-10-24,9218.29
2982,2001-10-25,9143.09
2983,2001-10-26,9369.35
2984,2001-10-29,9232.83
2985,2001-10-30,9011.96
2986,2001-10-31,9018.26
2987,2001-11-01,8987.61
2988,2001-11-02,9152.91
2989,2001-11-05,9326.59
2990,2001-11-06,9315.79
2991,2001-11-07,9457.99
2992,2001-11-08,9506.91
2993,2001-11-09,9478.75
2994,2001-11-12,9347.76
2995,2001-11-13,9551.43
2996,2001-11-14,9683.97
2997,2001-11-15,9745.43
2998,2001-11-16,9754.07
2999,2001-11-19,9826.96
3000,2001-11-20,9825.06
3001,2001-11-21,9746.45
3002,2001-11-23,9804.37
3003,2001-11-26,9862.22
3004,2001-11-27,9776.07
3005,2001-11-28,9662.8
3006,2001-11-29,9629.72
3007,2001-11-30,9752.26
3008,2001-12-03,9651.87
3009,2001-12-04,9700.24
3010,2001-12-05,9875.92
3011,2001-12-06,9997.98
3012,2001-12-07,9938.54
3013,2001-12-10,9868.03
3014,2001-12-11,9794.48
3015,2001-12-12,9745.42
3016,2001-12-13,9691.3
3017,2001-12-14,9661.14
3018,2001-12-17,9747.77
3019,2001-12-18,9876.19
3020,2001-12-19,9876.96
3021,2001-12-20,9912.76
3022,2001-12-21,9935.7
3023,2001-12-24,9987.39
3024,2001-12-26,10014.1
3025,2001-12-27,10036.1
3026,2001-12-28,10067.17
3027,2001-12-31,10002.96
3028,2002-01-02,9889.69
3029,2002-01-03,10002.54
3030,2002-01-04,10132.14
3031,2002-01-07,10137.61
3032,2002-01-08,10063.43
3033,2002-01-09,10049.25
3034,2002-01-10,9956.67
3035,2002-01-11,9938.12
3036,2002-01-14,9831.98
3037,2002-01-15,9805.33
3038,2002-01-16,9661.0
3039,2002-01-17,9684.39
3040,2002-01-18,9673.11
3041,2002-01-22,9652.01
3042,2002-01-23,9588.49
3043,2002-01-24,9670.99
3044,2002-01-25,9697.47
3045,2002-01-28,9746.66
3046,2002-01-29,9576.65
3047,2002-01-30,9443.32
3048,2002-01-31,9701.76
3049,2002-02-01,9795.45
3050,2002-02-04,9648.55
3051,2002-02-05,9553.96
3052,2002-02-06,9558.18
3053,2002-02-07,9562.12
3054,2002-02-08,9503.52
3055,2002-02-11,9668.34
3056,2002-02-12,9766.18
3057,2002-02-13,9839.18
3058,2002-02-14,9905.95
3059,2002-02-15,9843.54
3060,2002-02-19,9704.03
3061,2002-02-20,9674.91
3062,2002-02-21,9788.11
3063,2002-02-22,9726.67
3064,2002-02-25,9934.94
3065,2002-02-26,9986.84
3066,2002-02-27,10025.86
3067,2002-02-28,10055.34
3068,2002-03-01,10086.51
3069,2002-03-04,10313.01
3070,2002-03-05,10349.9
3071,2002-03-06,10393.84
3072,2002-03-07,10405.95
3073,2002-03-08,10480.33
3074,2002-03-11,10470.85
3075,2002-03-12,10462.34
3076,2002-03-13,10427.67
3077,2002-03-14,10421.17
3078,2002-03-15,10452.1
3079,2002-03-18,10488.84
3080,2002-03-19,10530.63
3081,2002-03-20,10455.56
3082,2002-03-21,10326.99
3083,2002-03-22,10324.23
3084,2002-03-25,10255.59
3085,2002-03-26,10233.65
3086,2002-03-27,10300.29
3087,2002-03-28,10341.59
3088,2002-04-01,10226.59
3089,2002-04-02,10204.66
3090,2002-04-03,10116.02
3091,2002-04-04,10118.1
3092,2002-04-05,10169.79
3093,2002-04-08,10049.94
3094,2002-04-09,10156.57
3095,2002-04-10,10175.18
3096,2002-04-11,10116.37
3097,2002-04-12,10083.92
3098,2002-04-15,10037.9
3099,2002-04-16,10100.38
3100,2002-04-17,10137.47
3101,2002-04-18,10010.22
3102,2002-04-19,10151.52
3103,2002-04-22,10056.45
3104,2002-04-23,10003.84
3105,2002-04-24,9984.0
3106,2002-04-25,9864.08
3107,2002-04-26,9875.44
3108,2002-04-29,9767.15
3109,2002-04-30,9775.1
3110,2002-05-01,9778.42
3111,2002-05-02,9970.92
3112,2002-05-03,9891.49
3113,2002-05-06,9780.29
3114,2002-05-07,9749.73
3115,2002-05-08,9847.96
3116,2002-05-09,9966.63
3117,2002-05-10,9891.04
3118,2002-05-13,9892.73
3119,2002-05-14,10119.34
3120,2002-05-15,10152.97
3121,2002-05-16,10168.64
3122,2002-05-17,10209.49
3123,2002-05-20,10164.39
3124,2002-05-21,10060.46
3125,2002-05-22,10004.41
3126,2002-05-23,10044.2
3127,2002-05-24,10054.58
3128,2002-05-28,9917.64
3129,2002-05-29,9860.42
3130,2002-05-30,9769.64
3131,2002-05-31,9865.89
3132,2002-06-03,9685.49
3133,2002-06-04,9541.36
3134,2002-06-05,9636.82
3135,2002-06-06,9552.85
3136,2002-06-07,9416.33
3137,2002-06-10,9509.91
3138,2002-06-11,9487.91
3139,2002-06-12,9380.82
3140,2002-06-13,9454.41
3141,2002-06-14,9229.63
3142,2002-06-17,9462.3
3143,2002-06-18,9588.29
3144,2002-06-19,9514.29
3145,2002-06-20,9390.1
3146,2002-06-21,9186.71
3147,2002-06-24,9046.04
3148,2002-06-25,9089.17
3149,2002-06-26,8831.92
3150,2002-06-27,8992.32
3151,2002-06-28,9131.49
3152,2002-07-01,9059.88
3153,2002-07-02,8918.11
3154,2002-07-03,8832.89
3155,2002-07-05,9054.97
3156,2002-07-08,9184.9
3157,2002-07-09,9065.88
3158,2002-07-10,8772.94
3159,2002-07-11,8557.84
3160,2002-07-12,8555.15
3161,2002-07-15,8220.78
3162,2002-07-16,8346.29
3163,2002-07-17,8401.12
3164,2002-07-18,8350.72
3165,2002-07-19,7940.83
3166,2002-07-22,7668.35
3167,2002-07-23,7590.75
3168,2002-07-24,7489.53
3169,2002-07-25,7893.34
3170,2002-07-26,8039.89
3171,2002-07-29,8267.99
3172,2002-07-30,8484.05
3173,2002-07-31,8463.21
3174,2002-08-01,8430.68
3175,2002-08-02,8179.8
3176,2002-08-05,7991.43
3177,2002-08-06,8049.93
3178,2002-08-07,8171.7
3179,2002-08-08,8364.29
3180,2002-08-09,8538.46
3181,2002-08-12,8528.15
3182,2002-08-13,8445.91
3183,2002-08-14,8295.34
3184,2002-08-15,8620.98
3185,2002-08-16,8644.59
3186,2002-08-19,8720.81
3187,2002-08-20,8789.13
3188,2002-08-21,8768.51
3189,2002-08-22,8860.34
3190,2002-08-23,8806.38
3191,2002-08-26,8723.43
3192,2002-08-27,8747.77
3193,2002-08-28,8610.79
3194,2002-08-29,8514.1
3195,2002-08-30,8572.85
3196,2002-09-03,8282.87
3197,2002-09-04,8216.98
3198,2002-09-05,8173.56
3199,2002-09-06,8296.46
3200,2002-09-09,8288.28
3201,2002-09-10,8447.73
3202,2002-09-11,8545.11
3203,2002-09-12,8334.82
3204,2002-09-13,8175.85
3205,2002-09-16,8214.27
3206,2002-09-17,8169.88
3207,2002-09-18,8013.42
3208,2002-09-19,7904.87
3209,2002-09-20,7868.6
3210,2002-09-23,7738.06
3211,2002-09-24,7606.77
3212,2002-09-25,7641.87
3213,2002-09-26,7800.97
3214,2002-09-27,7664.89
3215,2002-09-30,7422.28
3216,2002-10-01,7558.36
3217,2002-10-02,7696.66
3218,2002-10-03,7638.47
3219,2002-10-04,7428.32
3220,2002-10-07,7368.46
3221,2002-10-08,7294.53
3222,2002-10-09,7215.39
3223,2002-10-10,7181.47
3224,2002-10-11,7540.74
3225,2002-10-14,7725.23
3226,2002-10-15,7883.23
3227,2002-10-16,7958.34
3228,2002-10-17,8038.31
3229,2002-10-18,8115.72
3230,2002-10-21,8191.87
3231,2002-10-22,8303.33
3232,2002-10-23,8256.79
3233,2002-10-24,8253.6
3234,2002-10-25,8210.74
3235,2002-10-28,8281.34
3236,2002-10-29,8161.01
3237,2002-10-30,8273.99
3238,2002-10-31,8293.17
3239,2002-11-01,8271.77
3240,2002-11-04,8510.08
3241,2002-11-05,8497.6
3242,2002-11-06,8561.48
3243,2002-11-07,8517.78
3244,2002-11-08,8455.01
3245,2002-11-11,8315.4
3246,2002-11-12,8286.13
3247,2002-11-13,8237.65
3248,2002-11-14,8396.27
3249,2002-11-15,8421.1
3250,2002-11-18,8444.26
3251,2002-11-19,8355.62
3252,2002-11-20,8402.72
3253,2002-11-21,8619.58
3254,2002-11-22,8732.23
3255,2002-11-25,8717.63
3256,2002-11-26,8634.53
3257,2002-11-27,8678.96
3258,2002-11-29,8847.42
3259,2002-12-02,8757.6
3260,2002-12-03,8649.89
3261,2002-12-04,8600.93
3262,2002-12-05,8572.0
3263,2002-12-06,8469.16
3264,2002-12-09,8438.24
3265,2002-12-10,8419.86
3266,2002-12-11,8452.84
3267,2002-12-12,8466.21
3268,2002-12-13,8374.68
3269,2002-12-16,8421.58
3270,2002-12-17,8495.21
3271,2002-12-18,8367.89
3272,2002-12-19,8302.41
3273,2002-12-20,8367.41
3274,2002-12-23,8418.9
3275,2002-12-24,8407.45
3276,2002-12-26,8392.23
3277,2002-12-27,8272.31
3278,2002-12-30,8214.93
3279,2002-12-31,8216.44
3280,2003-01-02,8342.38
3281,2003-01-03,8503.71
3282,2003-01-06,8578.86
3283,2003-01-07,8661.2
3284,2003-01-08,8549.72
3285,2003-01-09,8596.68
3286,2003-01-10,8654.21
3287,2003-01-13,8721.12
3288,2003-01-14,8717.56
3289,2003-01-15,8674.43
3290,2003-01-16,8634.46
3291,2003-01-17,8523.6
3292,2003-01-21,8421.03
3293,2003-01-22,8270.94
3294,2003-01-23,8215.61
3295,2003-01-24,8092.0
3296,2003-01-27,7929.16
3297,2003-01-28,7954.95
3298,2003-01-29,7916.89
3299,2003-01-30,7918.19
3300,2003-01-31,7884.66
3301,2003-02-03,8032.9
3302,2003-02-04,7915.93
3303,2003-02-05,7950.42
3304,2003-02-06,7855.87
3305,2003-02-07,7811.1
3306,2003-02-10,7777.98
3307,2003-02-11,7798.69
3308,2003-02-12,7720.39
3309,2003-02-13,7602.81
3310,2003-02-14,7704.96
3311,2003-02-18,7909.3
3312,2003-02-19,7913.7
3313,2003-02-20,7858.24
3314,2003-02-21,7843.81
3315,2003-02-24,7828.06
3316,2003-02-25,7700.53
3317,2003-02-26,7767.62
3318,2003-02-27,7774.34
3319,2003-02-28,7826.72
3320,2003-03-03,7809.05
3321,2003-03-04,7688.98
3322,2003-03-05,7639.82
3323,2003-03-06,7624.97
3324,2003-03-07,7536.18
3325,2003-03-10,7545.77
3326,2003-03-11,7488.0
3327,2003-03-12,7397.31
3328,2003-03-13,7555.29
3329,2003-03-14,7761.25
3330,2003-03-17,7763.56
3331,2003-03-18,8057.54
3332,2003-03-19,8116.01
3333,2003-03-20,8122.59
3334,2003-03-21,8290.38
3335,2003-03-24,8166.78
3336,2003-03-25,8155.65
3337,2003-03-26,8165.52
3338,2003-03-27,8085.4
3339,2003-03-28,8070.77
3340,2003-03-31,7903.97
3341,2003-04-01,7947.38
3342,2003-04-02,8070.98
3343,2003-04-03,8199.49
3344,2003-04-04,8176.66
3345,2003-04-07,8272.24
3346,2003-04-08,8222.24
3347,2003-04-09,8174.9
3348,2003-04-10,8109.85
3349,2003-04-11,8156.77
3350,2003-04-14,8175.6
3351,2003-04-15,8251.38
3352,2003-04-16,8217.27
3353,2003-04-17,8172.52
3354,2003-04-21,8270.56
3355,2003-04-22,8238.14
3356,2003-04-23,8398.65
3357,2003-04-24,8363.28
3358,2003-04-25,8258.8
3359,2003-04-28,8290.46
3360,2003-04-29,8414.61
3361,2003-04-30,8402.36
3362,2003-05-01,8328.55
3363,2003-05-02,8389.4
3364,2003-05-05,8472.67
3365,2003-05-06,8486.88
3366,2003-05-07,8494.87
3367,2003-05-08,8435.61
3368,2003-05-09,8482.89
3369,2003-05-12,8544.24
3370,2003-05-13,8611.18
3371,2003-05-14,8575.96
3372,2003-05-15,8613.84
3373,2003-05-16,8614.33
3374,2003-05-19,8455.72
3375,2003-05-20,8394.51
3376,2003-05-21,8389.68
3377,2003-05-22,8495.35
3378,2003-05-23,8513.98
3379,2003-05-27,8523.64
3380,2003-05-28,8721.9
3381,2003-05-29,8657.96
3382,2003-05-30,8711.46
3383,2003-06-02,8833.66
3384,2003-06-03,8823.51
3385,2003-06-04,8882.75
3386,2003-06-05,8905.37
3387,2003-06-06,9008.87
3388,2003-06-09,8909.78
3389,2003-06-10,8946.06
3390,2003-06-11,9010.13
3391,2003-06-12,9089.38
3392,2003-06-13,9042.63
3393,2003-06-16,9117.56
3394,2003-06-17,9234.78
3395,2003-06-18,9185.17
3396,2003-06-19,9134.5
3397,2003-06-20,9149.21
3398,2003-06-23,9003.83
3399,2003-06-24,9020.08
3400,2003-06-25,8984.29
3401,2003-06-26,8953.83
3402,2003-06-27,8938.26
3403,2003-06-30,8934.71
3404,2003-07-01,8843.61
3405,2003-07-02,9025.12
3406,2003-07-03,9014.06
3407,2003-07-07,9073.92
3408,2003-07-08,9122.24
3409,2003-07-09,9077.91
3410,2003-07-10,8978.13
3411,2003-07-11,9009.01
3412,2003-07-14,9126.45
3413,2003-07-15,9054.6
3414,2003-07-16,9005.23
3415,2003-07-17,8968.82
3416,2003-07-18,9034.36
3417,2003-07-21,9025.12
3418,2003-07-22,9008.6
3419,2003-07-23,9064.69
3420,2003-07-24,9092.98
3421,2003-07-25,9062.38
3422,2003-07-28,9182.96
3423,2003-07-29,9135.62
3424,2003-07-30,9131.7
3425,2003-07-31,9183.8
3426,2003-08-01,9100.12
3427,2003-08-04,9033.66
3428,2003-08-05,9024.77
3429,2003-08-06,8964.13
3430,2003-08-07,9003.63
3431,2003-08-08,9097.74
3432,2003-08-11,9124.0
3433,2003-08-12,9163.29
3434,2003-08-13,9213.43
3435,2003-08-14,9193.33
3436,2003-08-15,9253.2
3437,2003-08-18,9309.16
3438,2003-08-19,9315.25
3439,2003-08-20,9324.03
3440,2003-08-21,9345.71
3441,2003-08-22,9323.26
3442,2003-08-25,9242.56
3443,2003-08-26,9203.54
3444,2003-08-27,9280.03
3445,2003-08-28,9246.48
3446,2003-08-29,9320.52
3447,2003-09-02,9357.44
3448,2003-09-03,9465.72
3449,2003-09-04,9492.74
3450,2003-09-05,9441.93
3451,2003-09-08,9492.25
3452,2003-09-09,9459.85
3453,2003-09-10,9373.08
3454,2003-09-11,9374.49
3455,2003-09-12,9348.59
3456,2003-09-15,9396.03
3457,2003-09-16,9426.84
3458,2003-09-17,9510.28
3459,2003-09-18,9513.37
3460,2003-09-19,9582.64
3461,2003-09-22,9467.83
3462,2003-09-23,9479.41
3463,2003-09-24,9400.67
3464,2003-09-25,9311.47
3465,2003-09-26,9257.99
3466,2003-09-29,9259.68
3467,2003-09-30,9199.43
3468,2003-10-01,9275.06
3469,2003-10-02,9397.87
3470,2003-10-03,9492.54
3471,2003-10-06,9524.39
3472,2003-10-07,9512.76
3473,2003-10-08,9571.35
3474,2003-10-09,9617.35
3475,2003-10-10,9622.31
3476,2003-10-13,9675.72
3477,2003-10-14,9696.9
3478,2003-10-15,9731.57
3479,2003-10-16,9679.13
3480,2003-10-17,9679.72
3481,2003-10-20,9665.35
3482,2003-10-21,9697.94
3483,2003-10-22,9551.65
3484,2003-10-23,9517.5
3485,2003-10-24,9463.28
3486,2003-10-27,9553.8
3487,2003-10-28,9592.54
3488,2003-10-29,9663.27
3489,2003-10-30,9719.2
3490,2003-10-31,9745.94
3491,2003-11-03,9792.6
3492,2003-11-04,9770.46
3493,2003-11-05,9746.98
3494,2003-11-06,9738.53
3495,2003-11-07,9770.31
3496,2003-11-10,9702.46
3497,2003-11-11,9673.64
3498,2003-11-12,9700.02
3499,2003-11-13,9740.53
3500,2003-11-14,9709.13
3501,2003-11-17,9603.57
3502,2003-11-18,9601.35
3503,2003-11-19,9584.31
3504,2003-11-20,9576.91
3505,2003-11-21,9556.68
3506,2003-11-24,9629.87
3507,2003-11-25,9679.13
3508,2003-11-26,9689.05
3509,2003-11-28,9733.2
3510,2003-12-01,9777.64
3511,2003-12-02,9798.83
3512,2003-12-03,9824.31
3513,2003-12-04,9814.97
3514,2003-12-05,9819.05
3515,2003-12-08,9824.83
3516,2003-12-09,9887.57
3517,2003-12-10,9848.97
3518,2003-12-11,9896.16
3519,2003-12-12,9946.6
3520,2003-12-15,9994.38
3521,2003-12-16,9986.23
3522,2003-12-17,10040.08
3523,2003-12-18,10117.78
3524,2003-12-19,10189.63
3525,2003-12-22,10216.08
3526,2003-12-23,10265.71
3527,2003-12-24,10263.04
3528,2003-12-26,10282.22
3529,2003-12-29,10319.7
3530,2003-12-30,10374.52
3531,2003-12-31,10382.89
3532,2004-01-02,10367.41
3533,2004-01-05,10411.85
3534,2004-01-06,10454.37
3535,2004-01-07,10432.0
3536,2004-01-08,10480.59
3537,2004-01-09,10420.52
3538,2004-01-12,10389.85
3539,2004-01-13,10341.19
3540,2004-01-14,10426.89
3541,2004-01-15,10454.52
3542,2004-01-16,10503.7
3543,2004-01-20,10447.92
3544,2004-01-21,10453.11
3545,2004-01-22,10545.03
3546,2004-01-23,10490.14
3547,2004-01-26,10510.44
3548,2004-01-27,10579.33
3549,2004-01-28,10412.44
3550,2004-01-29,10369.92
3551,2004-01-30,10385.56
3552,2004-02-02,10395.55
3553,2004-02-03,10414.15
3554,2004-02-04,10394.81
3555,2004-02-05,10399.92
3556,2004-02-06,10433.7
3557,2004-02-09,10433.7
3558,2004-02-10,10511.18
3559,2004-02-11,10561.55
3560,2004-02-12,10636.44
3561,2004-02-13,10578.66
3562,2004-02-17,10628.88
3563,2004-02-18,10623.62
3564,2004-02-19,10626.44
3565,2004-02-20,10559.11
3566,2004-02-23,10508.89
3567,2004-02-24,10479.33
3568,2004-02-25,10509.4
3569,2004-02-26,10493.7
3570,2004-02-27,10519.03
3571,2004-03-01,10568.74
3572,2004-03-02,10539.4
3573,2004-03-03,10506.66
3574,2004-03-04,10522.59
3575,2004-03-05,10497.11
3576,2004-03-08,10505.85
3577,2004-03-09,10391.48
3578,2004-03-10,10259.34
3579,2004-03-11,10102.75
3580,2004-03-12,10097.04
3581,2004-03-15,10066.08
3582,2004-03-16,10085.34
3583,2004-03-17,10184.3
3584,2004-03-18,10187.78
3585,2004-03-19,10163.71
3586,2004-03-22,9985.19
3587,2004-03-23,10020.75
3588,2004-03-24,9975.86
3589,2004-03-25,10049.56
3590,2004-03-26,10145.63
3591,2004-03-29,10212.91
3592,2004-03-30,10264.15
3593,2004-03-31,10287.11
3594,2004-04-01,10299.48
3595,2004-04-02,10375.33
3596,2004-04-05,10423.33
3597,2004-04-06,10467.26
3598,2004-04-07,10422.74
3599,2004-04-08,10383.84
3600,2004-04-12,10439.27
3601,2004-04-13,10343.17
3602,2004-04-14,10259.35
3603,2004-04-15,10279.37
3604,2004-04-16,10343.74
3605,2004-04-19,10351.97
3606,2004-04-20,10297.39
3607,2004-04-21,10200.38
3608,2004-04-22,10255.88
3609,2004-04-23,10362.97
3610,2004-04-26,10396.75
3611,2004-04-27,10410.52
3612,2004-04-28,10301.65
3613,2004-04-29,10199.31
3614,2004-04-30,10198.39
3615,2004-05-03,10199.67
3616,2004-05-04,10232.31
3617,2004-05-05,10249.63
3618,2004-05-06,10147.21
3619,2004-05-07,10086.94
3620,2004-05-10,9881.86
3621,2004-05-11,9928.91
3622,2004-05-12,9822.1
3623,2004-05-13,9924.94
3624,2004-05-14,9912.45
3625,2004-05-17,9827.21
3626,2004-05-18,9895.77
3627,2004-05-19,9919.9
3628,2004-05-20,9867.73
3629,2004-05-21,9910.81
3630,2004-05-24,9891.22
3631,2004-05-25,9895.41
3632,2004-05-26,10034.16
3633,2004-05-27,10106.13
3634,2004-05-28,10137.14
3635,2004-06-01,10104.07
3636,2004-06-02,10170.57
3637,2004-06-03,10163.4
3638,2004-06-04,10196.83
3639,2004-06-07,10243.31
3640,2004-06-08,10323.94
3641,2004-06-09,10325.07
3642,2004-06-10,10333.94
3643,2004-06-14,10283.48
3644,2004-06-15,10319.89
3645,2004-06-16,10320.6
3646,2004-06-17,10308.25
3647,2004-06-18,10328.2
3648,2004-06-21,10336.44
3649,2004-06-22,10284.24
3650,2004-06-23,10323.32
3651,2004-06-24,10398.16
3652,2004-06-25,10329.88
3653,2004-06-28,10317.64
3654,2004-06-29,10315.65
3655,2004-06-30,10348.98
3656,2004-07-01,10255.55
3657,2004-07-02,10228.71
3658,2004-07-06,10163.6
3659,2004-07-07,10156.45
3660,2004-07-08,10134.99
3661,2004-07-09,10150.32
3662,2004-07-12,10130.42
3663,2004-07-13,10188.45
3664,2004-07-14,10129.31
3665,2004-07-15,10115.81
3666,2004-07-16,10095.32
3667,2004-07-19,10027.33
3668,2004-07-20,10031.24
3669,2004-07-21,10027.92
3670,2004-07-22,9906.62
3671,2004-07-23,9893.93
3672,2004-07-26,9874.38
3673,2004-07-27,9942.75
3674,2004-07-28,9966.34
3675,2004-07-29,10049.74
3676,2004-07-30,10045.76
3677,2004-08-02,10063.75
3678,2004-08-03,10064.57
3679,2004-08-04,10029.02
3680,2004-08-05,9945.84
3681,2004-08-06,9767.54
3682,2004-08-09,9773.74
3683,2004-08-10,9798.44
3684,2004-08-11,9804.63
3685,2004-08-12,9780.52
3686,2004-08-13,9746.6
3687,2004-08-16,9807.44
3688,2004-08-17,9916.05
3689,2004-08-18,9910.82
3690,2004-08-19,9972.39
3691,2004-08-20,9989.65
3692,2004-08-23,10046.72
3693,2004-08-24,10044.66
3694,2004-08-25,10041.93
3695,2004-08-26,10124.88
3696,2004-08-27,10143.91
3697,2004-08-30,10110.43
3698,2004-08-31,10056.09
3699,2004-09-01,10092.37
3700,2004-09-02,10129.01
3701,2004-09-03,10229.52
3702,2004-09-07,10255.62
3703,2004-09-08,10267.94
3704,2004-09-09,10269.49
3705,2004-09-10,10196.19
3706,2004-09-13,10250.61
3707,2004-09-14,10260.93
3708,2004-09-15,10195.6
3709,2004-09-16,10194.35
3710,2004-09-17,10219.71
3711,2004-09-20,10152.9
3712,2004-09-21,10159.54
3713,2004-09-22,10075.33
3714,2004-09-23,9999.67
3715,2004-09-24,9993.92
3716,2004-09-27,9952.78
3717,2004-09-28,9950.71
3718,2004-09-29,10002.57
3719,2004-09-30,9987.36
3720,2004-10-01,10081.38
3721,2004-10-04,10153.79
3722,2004-10-05,10123.19
3723,2004-10-06,10112.2
3724,2004-10-07,10086.83
3725,2004-10-08,10013.91
3726,2004-10-11,10017.67
3727,2004-10-12,9985.44
3728,2004-10-13,9935.08
3729,2004-10-14,9837.22
3730,2004-10-15,9845.56
3731,2004-10-18,9816.73
3732,2004-10-19,9854.19
3733,2004-10-20,9766.95
3734,2004-10-21,9769.16
3735,2004-10-22,9732.81
3736,2004-10-25,9660.18
3737,2004-10-26,9718.94
3738,2004-10-27,9807.8
3739,2004-10-28,9900.42
3740,2004-10-29,9936.77
3741,2004-11-01,9953.29
3742,2004-11-02,9976.29
3743,2004-11-03,10062.8
3744,2004-11-04,10076.36
3745,2004-11-05,10279.96
3746,2004-11-08,10313.51
3747,2004-11-09,10327.0
3748,2004-11-10,10330.54
3749,2004-11-11,10364.1
3750,2004-11-12,10419.77
3751,2004-11-15,10463.34
3752,2004-11-16,10445.31
3753,2004-11-17,10470.21
3754,2004-11-18,10499.62
3755,2004-11-19,10419.89
3756,2004-11-22,10380.95
3757,2004-11-23,10407.18
3758,2004-11-24,10451.66
3759,2004-11-26,10479.52
3760,2004-11-29,10390.92
3761,2004-11-30,10380.58
3762,2004-12-01,10421.66
3763,2004-12-02,10485.21
3764,2004-12-03,10515.73
3765,2004-12-06,10490.31
3766,2004-12-07,10423.21
3767,2004-12-08,10395.05
3768,2004-12-09,10389.81
3769,2004-12-10,10469.62
3770,2004-12-13,10520.61
3771,2004-12-14,10571.67
3772,2004-12-15,10601.74
3773,2004-12-16,10612.31
3774,2004-12-17,10562.76
3775,2004-12-20,10622.2
3776,2004-12-21,10646.6
3777,2004-12-22,10709.78
3778,2004-12-23,10780.12
3779,2004-12-27,10755.67
3780,2004-12-28,10774.51
3781,2004-12-29,10771.26
3782,2004-12-30,10781.67
3783,2004-12-31,10759.94
3784,2005-01-03,10694.18
3785,2005-01-04,10587.48
3786,2005-01-05,10561.03
3787,2005-01-06,10555.48
3788,2005-01-07,10545.8
3789,2005-01-10,10544.99
3790,2005-01-11,10504.72
3791,2005-01-12,10481.37
3792,2005-01-13,10463.26
3793,2005-01-14,10475.01
